date,data,time
6.65999985,2016-6-10,15
6.09000015,2016-6-10,16
6.84000015,2016-6-10,17
7.13000011,2016-6-10,18
5.98999977,2016-6-10,19
5.76999998,2016-6-10,20
4.67000008,2016-6-10,21
6.23999977,2016-6-10,22
3.58999991,2016-6-10,23
4.80000019,2016-6-11,00
5.11999989,2016-6-11,01
5.05999994,2016-6-11,02
4.46999979,2016-6-11,03
3.86999989,2016-6-11,04
3.0999999,2016-6-11,05
2.8599999,2016-6-11,06
3.25,2016-6-11,07
3.63000011,2016-6-11,08
3.3499999,2016-6-11,09
4.28000021,2016-6-11,10
4.5999999,2016-6-11,11
4.59000015,2016-6-11,12
5.21999979,2016-6-11,13
4.53000021,2016-6-11,14
5.48000002,2016-6-11,15
5.71999979,2016-6-11,16
4.48000002,2016-6-11,17
2.78999996,2016-6-11,18
3.49000001,2016-6-11,19
2.41000009,2016-6-11,20
2.3599999,2016-6-11,21
1.5,2016-6-11,22
2.04999995,2016-6-11,23
3.4000001,2016-6-12,00
4.09000015,2016-6-12,01
2.50999999,2016-6-12,02
2.54999995,2016-6-12,03
3.3900001,2016-6-12,04
3.3499999,2016-6-12,05
3.0,2016-6-12,06
2.76999998,2016-6-12,07
3.29999995,2016-6-12,08
3.8900001,2016-6-12,09
4.48999977,2016-6-12,10
3.99000001,2016-6-12,11
2.54999995,2016-6-12,12
3.55999994,2016-6-12,13
3.49000001,2016-6-12,14
4.42000008,2016-6-12,15
